OBJECTID,FREQUENCY,HAUL_ID,GEAR_ABBREV,CRUISE,YEAR,HAUL_NAME,CORRECTED_LENGTH,FcorrLen_mm,station
2264,1,DY15-05 97 2 60BON 1,60BON,DY15-05,2015,2,10.1,11.06895,97
2265,1,DY17-05 107 1 60BON 1,60BON,DY17-05,2017,1,10,10.9646,107
2266,1,DY17-05 114 1 60BON 1,60BON,DY17-05,2017,1,10.8,11.7994,114
2267,1,DY17-05 114 1 60BON 1,60BON,DY17-05,2017,1,11.9,12.94725,114
2268,1,DY17-05 114 1 60BON 1,60BON,DY17-05,2017,1,15.1,16.28645,114
2269,1,DY17-05 116 1 60BON 1,60BON,DY17-05,2017,1,9.3,10.23415,116
2270,1,DY17-05 116 1 60BON 1,60BON,DY17-05,2017,1,12.8,13.8864,116
2271,1,DY17-05 117 1 60BON 1,60BON,DY17-05,2017,1,11,12.0081,117
2272,1,DY17-05 117 1 60BON 1,60BON,DY17-05,2017,1,13,14.0951,117
2273,1,DY17-05 118 2 60BON 1,60BON,DY17-05,2017,2,13,14.0951,118
2274,1,DY17-05 122 2 60BON 1,60BON,DY17-05,2017,2,14,15.1386,122
2275,2,DY17-05 122 2 60BON 1,60BON,DY17-05,2017,2,15,16.1821,122
2276,1,DY17-05 126 2 60BON 1,60BON,DY17-05,2017,2,11,12.0081,126
2277,1,DY17-05 126 2 60BON 1,60BON,DY17-05,2017,2,11.1,12.11245,126
2278,2,DY17-05 126 2 60BON 1,60BON,DY17-05,2017,2,13,14.0951,126
2279,1,DY17-05 127 1 60BON 1,60BON,DY17-05,2017,1,14,15.1386,127
2280,1,DY17-05 129 1 60BON 1,60BON,DY17-05,2017,1,12.3,13.36465,129
2281,1,DY17-05 135 1 60BON 1,60BON,DY17-05,2017,1,9.3,10.23415,135
2282,1,DY17-05 138 2 60BON 1,60BON,DY17-05,2017,2,7.9,8.77325,138
2283,1,DY17-05 143 1 60BON 1,60BON,DY17-05,2017,1,7.6,8.4602,143
2284,1,DY17-05 144 1 60BON 1,60BON,DY17-05,2017,1,6,6.7906,144
2285,1,DY17-05 144 1 60BON 1,60BON,DY17-05,2017,1,9.2,10.1298,144
2286,1,DY17-05 147 1 60BON 1,60BON,DY17-05,2017,1,15,16.1821,147
2287,1,DY17-05 151 1 60BON 1,60BON,DY17-05,2017,1,12.7,13.78205,151
2288,1,DY17-05 154 1 60BON 1,60BON,DY17-05,2017,1,7.2,8.0428,154
2289,1,DY17-05 156 1 60BON 1,60BON,DY17-05,2017,1,6.2,6.9993,156
2290,1,DY17-05 156 1 60BON 1,60BON,DY17-05,2017,1,7.2,8.0428,156
2291,1,DY17-05 156 1 60BON 1,60BON,DY17-05,2017,1,14,15.1386,156
2292,1,DY17-05 158 1 60BON 1,60BON,DY17-05,2017,1,19.8,21.1909,158
2293,1,DY17-05 164 1 60BON 1,60BON,DY17-05,2017,1,12.8,13.8864,164
2294,1,DY17-05 164 1 60BON 1,60BON,DY17-05,2017,1,14.8,15.9734,164
2295,1,DY17-05 164 1 60BON 1,60BON,DY17-05,2017,1,15,16.1821,164
2296,1,DY17-05 164 1 60BON 1,60BON,DY17-05,2017,1,18.5,19.83435,164
2297,1,DY17-05 167 1 60BON 1,60BON,DY17-05,2017,1,10.2,11.1733,167
2298,1,DY17-05 168 1 60BON 1,60BON,DY17-05,2017,1,9.3,10.23415,168
2299,1,DY17-05 168 1 60BON 1,60BON,DY17-05,2017,1,9.4,10.3385,168
2300,1,DY17-05 168 1 60BON 1,60BON,DY17-05,2017,1,9.8,10.7559,168
2301,1,DY17-05 168 1 60BON 1,60BON,DY17-05,2017,1,10.1,11.06895,168
2302,1,DY17-05 168 1 60BON 1,60BON,DY17-05,2017,1,10.2,11.1733,168
2303,1,DY17-05 169 1 60BON 1,60BON,DY17-05,2017,1,8.3,9.19065,169
2304,1,DY17-05 169 1 60BON 1,60BON,DY17-05,2017,1,9,9.9211,169
2305,1,DY17-05 171 1 60BON 1,60BON,DY17-05,2017,1,5.3,6.06015,171
2306,1,DY17-05 172 1 60BON 1,60BON,DY17-05,2017,1,5.9,6.68625,172
2307,1,DY17-05 172 1 60BON 1,60BON,DY17-05,2017,1,6.7,7.52105,172
2308,1,DY17-05 172 1 60BON 1,60BON,DY17-05,2017,1,7.8,8.6689,172
2309,1,DY17-05 174 1 60BON 1,60BON,DY17-05,2017,1,5,5.7471,174
2310,1,DY17-05 175 1 60BON 1,60BON,DY17-05,2017,1,7.3,8.14715,175
2311,1,DY17-05 175 1 60BON 1,60BON,DY17-05,2017,1,10.7,11.69505,175
2312,1,DY17-05 175 1 60BON 1,60BON,DY17-05,2017,1,11.5,12.52985,175
2313,1,DY17-05 176 1 60BON 1,60BON,DY17-05,2017,1,6.4,7.208,176
2314,1,DY17-05 177 1 60BON 1,60BON,DY17-05,2017,1,5.3,6.06015,177
2315,1,DY17-05 177 1 60BON 1,60BON,DY17-05,2017,1,11.8,12.8429,177
2316,1,DY17-05 180 1 60BON 1,60BON,DY17-05,2017,1,11,12.0081,180
2317,1,DY17-05 181 1 60BON 1,60BON,DY17-05,2017,1,18.6,19.9387,181
2318,1,DY17-05 183 1 60BON 1,60BON,DY17-05,2017,1,8.1,8.98195,183
2319,1,DY17-05 183 1 60BON 1,60BON,DY17-05,2017,1,8.9,9.81675,183
2320,1,DY17-05 183 1 60BON 1,60BON,DY17-05,2017,1,9.1,10.02545,183
2321,1,DY17-05 183 1 60BON 1,60BON,DY17-05,2017,1,9.2,10.1298,183
2322,1,DY17-05 183 1 60BON 1,60BON,DY17-05,2017,1,9.8,10.7559,183
2323,1,DY17-05 183 1 60BON 1,60BON,DY17-05,2017,1,10.7,11.69505,183
2324,1,DY17-05 183 1 60BON 1,60BON,DY17-05,2017,1,11.8,12.8429,183
2325,1,DY17-05 185 1 60BON 1,60BON,DY17-05,2017,1,8.7,9.60805,185
2326,1,DY17-05 185 1 60BON 1,60BON,DY17-05,2017,1,10.8,11.7994,185
2327,1,DY17-05 186 1 60BON 1,60BON,DY17-05,2017,1,7.6,8.4602,186
2328,1,DY17-05 186 1 60BON 1,60BON,DY17-05,2017,1,8,8.8776,186
2329,1,DY17-05 186 1 60BON 1,60BON,DY17-05,2017,1,8.7,9.60805,186
2330,2,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,6.9,7.72975,187
2331,1,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,7.1,7.93845,187
2332,1,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,7.6,8.4602,187
2333,1,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,7.7,8.56455,187
2334,2,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,8.1,8.98195,187
2335,2,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,8.2,9.0863,187
2336,1,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,8.8,9.7124,187
2337,1,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,8.9,9.81675,187
2338,1,DY17-05 187 1 60BON 1,60BON,DY17-05,2017,1,9.9,10.86025,187
2339,1,DY17-05 189 1 60BON 1,60BON,DY17-05,2017,1,6,6.7906,189
2340,1,DY17-05 189 1 60BON 1,60BON,DY17-05,2017,1,6.8,7.6254,189
2341,1,DY17-05 189 1 60BON 1,60BON,DY17-05,2017,1,8,8.8776,189
2342,1,DY17-05 189 1 60BON 1,60BON,DY17-05,2017,1,10,10.9646,189
2343,1,DY17-05 189 1 60BON 1,60BON,DY17-05,2017,1,11,12.0081,189
2344,1,DY17-05 190 1 60BON 1,60BON,DY17-05,2017,1,11.2,12.2168,190
2345,1,DY17-05 190 1 60BON 1,60BON,DY17-05,2017,1,11.5,12.52985,190
2346,1,DY17-05 191 1 60BON 1,60BON,DY17-05,2017,1,14,15.1386,191
2347,1,DY17-05 192 1 60BON 1,60BON,DY17-05,2017,1,11.1,12.11245,192
2348,1,DY17-05 196 2 60BON 1,60BON,DY17-05,2017,2,9.5,10.44285,196
2349,1,DY17-05 197 1 60BON 1,60BON,DY17-05,2017,1,10.9,11.90375,197
2350,1,DY17-05 198 2 60BON 1,60BON,DY17-05,2017,2,10.7,11.69505,198
2351,1,DY17-05 198 2 60BON 1,60BON,DY17-05,2017,2,10.9,11.90375,198
2352,1,DY17-05 201 1 60BON 1,60BON,DY17-05,2017,1,7.1,7.93845,201
2353,1,DY17-05 202 2 60BON 1,60BON,DY17-05,2017,2,8.7,9.60805,202
2354,1,DY17-05 45 1 60BON 1,60BON,DY17-05,2017,1,4.1,4.80795,45
2355,1,DY17-05 45 1 60BON 1,60BON,DY17-05,2017,1,4.5,5.22535,45
2356,1,DY17-05 45 1 60BON 1,60BON,DY17-05,2017,1,5,5.7471,45
2357,1,DY17-05 45 1 60BON 1,60BON,DY17-05,2017,1,5.6,6.3732,45
2358,1,DY17-05 45 1 60BON 1,60BON,DY17-05,2017,1,8,8.8776,45
2359,1,DY17-05 45 1 60BON 1,60BON,DY17-05,2017,1,8.8,9.7124,45
2360,1,DY17-05 45 1 60BON 1,60BON,DY17-05,2017,1,10.8,11.7994,45
2361,1,DY17-05 45 1 60BON 1,60BON,DY17-05,2017,1,11,12.0081,45
2362,1,DY17-05 46 1 60BON 1,60BON,DY17-05,2017,1,7,7.8341,46
2363,1,DY17-05 46 1 60BON 1,60BON,DY17-05,2017,1,8.6,9.5037,46
2364,1,DY17-05 46 1 60BON 1,60BON,DY17-05,2017,1,9,9.9211,46
2365,1,DY17-05 46 1 60BON 1,60BON,DY17-05,2017,1,9.6,10.5472,46
2366,1,DY17-05 47 1 60BON 1,60BON,DY17-05,2017,1,8.6,9.5037,47
2367,1,DY17-05 48 1 60BON 1,60BON,DY17-05,2017,1,7,7.8341,48
2368,1,DY17-05 48 1 60BON 1,60BON,DY17-05,2017,1,7.1,7.93845,48
2369,1,DY17-05 48 1 60BON 1,60BON,DY17-05,2017,1,7.5,8.35585,48
2370,1,DY17-05 48 1 60BON 1,60BON,DY17-05,2017,1,7.7,8.56455,48
2371,1,DY17-05 48 1 60BON 1,60BON,DY17-05,2017,1,8.1,8.98195,48
2372,1,DY17-05 48 1 60BON 1,60BON,DY17-05,2017,1,8.6,9.5037,48
2373,1,DY17-05 51 1 60BON 1,60BON,DY17-05,2017,1,10.1,11.06895,51
2374,1,DY17-05 99 1 60BON 1,60BON,DY17-05,2017,1,12,13.0516,99
