OBJECTID,FREQUENCY,HAUL_ID,GEAR_ABBREV,CRUISE,YEAR,HAUL_NAME,CORRECTED_LENGTH,FcorrLen_mm,station
1965,2,DY13-06 47 1 60BON 1,60BON,DY13-06,2013,1,4.1,4.80795,47
1966,2,DY13-06 47 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,47
1967,1,DY13-06 47 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,47
1968,1,DY13-06 47 1 60BON 1,60BON,DY13-06,2013,1,6.5,7.31235,47
1969,2,DY13-06 47 1 60BON 1,60BON,DY13-06,2013,1,6.8,7.6254,47
1970,1,DY13-06 47 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,47
1971,1,DY13-06 48 1 60BON 1,60BON,DY13-06,2013,1,4.2,4.9123,48
1972,6,DY13-06 48 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,48
1973,1,DY13-06 48 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,48
1974,1,DY13-06 48 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,48
1975,1,DY13-06 49 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,49
1976,1,DY13-06 5 1 60BON 1,60BON,DY13-06,2013,1,4.6,5.3297,5
1977,1,DY13-06 5 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,5
1978,1,DY13-06 5 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,5
1979,1,DY13-06 5 1 60BON 1,60BON,DY13-06,2013,1,5.4,6.1645,5
1980,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,4.5,5.22535,51
1981,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,51
1982,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,51
1983,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,6.5,7.31235,51
1984,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,6.8,7.6254,51
1985,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,51
1986,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,51
1987,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,10,10.9646,51
1988,1,DY13-06 51 1 60BON 1,60BON,DY13-06,2013,1,10.3,11.27765,51
1989,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,56
1990,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,5.5,6.26885,56
1991,4,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,56
1992,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,6.2,6.9993,56
1993,3,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,6.5,7.31235,56
1994,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,6.7,7.52105,56
1995,3,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,6.8,7.6254,56
1996,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,6.9,7.72975,56
1997,5,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,56
1998,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,7.5,8.35585,56
1999,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,7.6,8.4602,56
2000,2,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,7.7,8.56455,56
2001,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,7.9,8.77325,56
2002,3,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,56
2003,2,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,8.8,9.7124,56
2004,2,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,9,9.9211,56
2005,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,9.5,10.44285,56
2006,2,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,10,10.9646,56
2007,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,10.6,11.5907,56
2008,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,11.6,12.6342,56
2009,1,DY13-06 56 1 60BON 1,60BON,DY13-06,2013,1,12,13.0516,56
2010,1,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,2.3,2.92965,57
2011,2,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,4.1,4.80795,57
2012,1,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,4.2,4.9123,57
2013,1,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,4.6,5.3297,57
2014,1,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,4.9,5.64275,57
2015,1,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,5.1,5.85145,57
2016,1,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,5.3,6.06015,57
2017,1,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,57
2018,1,DY13-06 57 1 60BON 1,60BON,DY13-06,2013,1,8.3,9.19065,57
2019,1,DY13-06 58 1 60BON 1,60BON,DY13-06,2013,1,4.9,5.64275,58
2020,1,DY13-06 59 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,59
2021,1,DY13-06 59 1 60BON 1,60BON,DY13-06,2013,1,5.7,6.47755,59
2022,1,DY13-06 59 1 60BON 1,60BON,DY13-06,2013,1,6.5,7.31235,59
2023,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,6
2024,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,6
2025,4,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,6
2026,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,5.4,6.1645,6
2027,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,5.7,6.47755,6
2028,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,6
2029,2,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,6
2030,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,6.4,7.208,6
2031,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,6.5,7.31235,6
2032,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,6.6,7.4167,6
2033,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,6
2034,2,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,7.1,7.93845,6
2035,1,DY13-06 6 1 60BON 1,60BON,DY13-06,2013,1,8.2,9.0863,6
2036,1,DY13-06 60 1 60BON 1,60BON,DY13-06,2013,1,5.1,5.85145,60
2037,1,DY13-06 60 1 60BON 1,60BON,DY13-06,2013,1,5.3,6.06015,60
2038,1,DY13-06 60 1 60BON 1,60BON,DY13-06,2013,1,7.5,8.35585,60
2039,2,DY13-06 60 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,60
2040,1,DY13-06 62 1 60BON 1,60BON,DY13-06,2013,1,5.3,6.06015,62
2041,1,DY13-06 63 1 60BON 1,60BON,DY13-06,2013,1,6.7,7.52105,63
2042,1,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,3.4,4.0775,67
2043,1,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,4,4.7036,67
2044,1,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,4.2,4.9123,67
2045,2,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,4.3,5.01665,67
2046,1,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,4.4,5.121,67
2047,1,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,4.5,5.22535,67
2048,4,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,67
2049,2,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,67
2050,2,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,4.9,5.64275,67
2051,3,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,67
2052,1,DY13-06 67 1 60BON 1,60BON,DY13-06,2013,1,5.1,5.85145,67
2053,1,DY13-06 68 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,68
2054,1,DY13-06 68 1 60BON 1,60BON,DY13-06,2013,1,8.2,9.0863,68
2055,1,DY13-06 68 1 60BON 1,60BON,DY13-06,2013,1,10.7,11.69505,68
2056,1,DY13-06 68 1 60BON 1,60BON,DY13-06,2013,1,10.8,11.7994,68
2057,1,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,69
2058,2,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,5.4,6.1645,69
2059,1,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,69
2060,2,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,6.4,7.208,69
2061,1,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,69
2062,1,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,8.4,9.295,69
2063,3,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,9,9.9211,69
2064,1,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,9.4,10.3385,69
2065,1,DY13-06 69 1 60BON 1,60BON,DY13-06,2013,1,11.8,12.8429,69
2066,1,DY13-06 73 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,73
2067,1,DY13-06 73 1 60BON 1,60BON,DY13-06,2013,1,5.9,6.68625,73
2068,1,DY13-06 73 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,73
2069,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,3.2,3.8688,74
2070,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,3.8,4.4949,74
2071,2,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,3.9,4.59925,74
2072,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,4,4.7036,74
2073,4,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,4.1,4.80795,74
2074,2,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,4.2,4.9123,74
2075,2,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,4.3,5.01665,74
2076,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,5.3,6.06015,74
2077,2,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,5.4,6.1645,74
2078,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,74
2079,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,5.9,6.68625,74
2080,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,74
2081,4,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,6.1,6.89495,74
2082,2,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,6.2,6.9993,74
2083,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,6.4,7.208,74
2084,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,6.8,7.6254,74
2085,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,6.9,7.72975,74
2086,2,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,7.1,7.93845,74
2087,2,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,7.2,8.0428,74
2088,1,DY13-06 74 1 60BON 1,60BON,DY13-06,2013,1,8.2,9.0863,74
2089,1,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,75
2090,1,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,5.1,5.85145,75
2091,1,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,75
2092,1,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,75
2093,1,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,6.1,6.89495,75
2094,1,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,6.5,7.31235,75
2095,1,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,75
2096,2,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,75
2097,1,DY13-06 75 1 60BON 1,60BON,DY13-06,2013,1,8.1,8.98195,75
2098,1,DY13-06 76 1 60BON 1,60BON,DY13-06,2013,1,3.9,4.59925,76
2099,2,DY13-06 76 1 60BON 1,60BON,DY13-06,2013,1,4.1,4.80795,76
2100,1,DY13-06 76 1 60BON 1,60BON,DY13-06,2013,1,4.3,5.01665,76
2101,1,DY13-06 76 1 60BON 1,60BON,DY13-06,2013,1,4.9,5.64275,76
2102,1,DY13-06 76 1 60BON 1,60BON,DY13-06,2013,1,6.1,6.89495,76
2103,1,DY13-06 77 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,77
2104,2,DY13-06 77 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,77
2105,1,DY13-06 77 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,77
2106,1,DY13-06 77 1 60BON 1,60BON,DY13-06,2013,1,5.5,6.26885,77
2107,1,DY13-06 77 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,77
2108,4,DY13-06 77 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,77
2109,1,DY13-06 78 1 60BON 1,60BON,DY13-06,2013,1,3.8,4.4949,78
2110,2,DY13-06 78 1 60BON 1,60BON,DY13-06,2013,1,4,4.7036,78
2111,3,DY13-06 78 1 60BON 1,60BON,DY13-06,2013,1,4.2,4.9123,78
2112,1,DY13-06 78 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,78
2113,3,DY13-06 78 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,78
2114,1,DY13-06 79 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,79
2115,1,DY13-06 79 1 60BON 1,60BON,DY13-06,2013,1,6.2,6.9993,79
2116,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,3.6,4.2862,80
2117,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,3.8,4.4949,80
2118,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,4.1,4.80795,80
2119,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,4.2,4.9123,80
2120,2,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,4.5,5.22535,80
2121,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,4.6,5.3297,80
2122,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,4.9,5.64275,80
2123,3,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,80
2124,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,5.1,5.85145,80
2125,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,80
2126,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,7.9,8.77325,80
2127,1,DY13-06 80 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,80
2128,1,DY13-06 81 1 60BON 1,60BON,DY13-06,2013,1,3.5,4.18185,81
2129,5,DY13-06 81 1 60BON 1,60BON,DY13-06,2013,1,4,4.7036,81
2130,3,DY13-06 81 1 60BON 1,60BON,DY13-06,2013,1,4.1,4.80795,81
2131,1,DY13-06 81 1 60BON 1,60BON,DY13-06,2013,1,4.5,5.22535,81
2132,1,DY13-06 81 1 60BON 1,60BON,DY13-06,2013,1,6.8,7.6254,81
2133,1,DY13-06 81 1 60BON 1,60BON,DY13-06,2013,1,10.3,11.27765,81
2134,1,DY13-06 82 1 60BON 1,60BON,DY13-06,2013,1,4,4.7036,82
2135,1,DY13-06 82 1 60BON 1,60BON,DY13-06,2013,1,4.6,5.3297,82
2136,1,DY13-06 82 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,82
2137,1,DY13-06 82 1 60BON 1,60BON,DY13-06,2013,1,4.9,5.64275,82
2138,1,DY13-06 82 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,82
2139,1,DY13-06 83 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,83
2140,1,DY13-06 83 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,83
2141,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,84
2142,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,84
2143,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,84
2144,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,5.9,6.68625,84
2145,2,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,84
2146,4,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,6.1,6.89495,84
2147,3,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,6.2,6.9993,84
2148,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,6.4,7.208,84
2149,3,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,6.6,7.4167,84
2150,2,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,6.8,7.6254,84
2151,5,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,6.9,7.72975,84
2152,3,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,84
2153,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,7.4,8.2515,84
2154,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,7.6,8.4602,84
2155,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,7.9,8.77325,84
2156,2,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,84
2157,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,8.2,9.0863,84
2158,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,8.3,9.19065,84
2159,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,8.7,9.60805,84
2160,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,8.9,9.81675,84
2161,3,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,9,9.9211,84
2162,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,9.6,10.5472,84
2163,2,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,10,10.9646,84
2164,2,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,10.1,11.06895,84
2165,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,10.4,11.382,84
2166,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,10.9,11.90375,84
2167,1,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,11,12.0081,84
2168,2,DY13-06 84 1 60BON 1,60BON,DY13-06,2013,1,12,13.0516,84
2169,1,DY13-06 85 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,85
2170,1,DY13-06 86 1 60BON 1,60BON,DY13-06,2013,1,5.7,6.47755,86
2171,2,DY13-06 86 1 60BON 1,60BON,DY13-06,2013,1,6.3,7.10365,86
2172,1,DY13-06 86 1 60BON 1,60BON,DY13-06,2013,1,6.5,7.31235,86
2173,2,DY13-06 86 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,86
2174,1,DY13-06 86 1 60BON 1,60BON,DY13-06,2013,1,10.5,11.48635,86
2175,1,DY13-06 86 1 60BON 1,60BON,DY13-06,2013,1,11.5,12.52985,86
2176,1,DY13-06 88 1 60BON 1,60BON,DY13-06,2013,1,8.2,9.0863,88
2177,1,DY13-06 88 1 60BON 1,60BON,DY13-06,2013,1,9.5,10.44285,88
2178,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,4.9,5.64275,9
2179,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,9
2180,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,5.1,5.85145,9
2181,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,9
2182,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,5.7,6.47755,9
2183,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,9
2184,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,6.3,7.10365,9
2185,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,6.9,7.72975,9
2186,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,7.4,8.2515,9
2187,1,DY13-06 9 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,9
2188,1,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,90
2189,1,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,90
2190,2,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,90
2191,2,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,90
2192,1,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,6.2,6.9993,90
2193,3,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,90
2194,1,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,8.1,8.98195,90
2195,1,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,8.4,9.295,90
2196,1,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,8.8,9.7124,90
2197,1,DY13-06 90 1 60BON 1,60BON,DY13-06,2013,1,10,10.9646,90
2198,1,DY13-06 91 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,91
2199,1,DY13-06 91 1 60BON 1,60BON,DY13-06,2013,1,5.7,6.47755,91
2200,1,DY13-06 91 1 60BON 1,60BON,DY13-06,2013,1,6.7,7.52105,91
2201,1,DY13-06 91 1 60BON 1,60BON,DY13-06,2013,1,6.9,7.72975,91
2202,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,4,4.7036,92
2203,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,4.3,5.01665,92
2204,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,4.4,5.121,92
2205,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,92
2206,3,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,4.8,5.5384,92
2207,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,92
2208,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,92
2209,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,6.2,6.9993,92
2210,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,6.9,7.72975,92
2211,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,92
2212,1,DY13-06 92 1 60BON 1,60BON,DY13-06,2013,1,8.1,8.98195,92
2213,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,4.6,5.3297,93
2214,2,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,93
2215,4,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,5.5,6.26885,93
2216,4,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,93
2217,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,5.9,6.68625,93
2218,11,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,6,6.7906,93
2219,2,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,6.1,6.89495,93
2220,4,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,6.2,6.9993,93
2221,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,6.3,7.10365,93
2222,4,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,6.5,7.31235,93
2223,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,6.6,7.4167,93
2224,2,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,6.8,7.6254,93
2225,5,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,93
2226,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,7.1,7.93845,93
2227,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,7.4,8.2515,93
2228,2,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,7.5,8.35585,93
2229,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,7.8,8.6689,93
2230,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,8,8.8776,93
2231,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,8.3,9.19065,93
2232,1,DY13-06 93 1 60BON 1,60BON,DY13-06,2013,1,8.6,9.5037,93
2233,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,4.3,5.01665,94
2234,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,4.7,5.43405,94
2235,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,4.9,5.64275,94
2236,2,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,94
2237,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,94
2238,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,5.4,6.1645,94
2239,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,5.5,6.26885,94
2240,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,5.8,6.5819,94
2241,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,6.1,6.89495,94
2242,1,DY13-06 94 1 60BON 1,60BON,DY13-06,2013,1,6.2,6.9993,94
2243,1,DY13-06 96 1 60BON 1,60BON,DY13-06,2013,1,5,5.7471,96
2244,1,DY13-06 97 1 60BON 1,60BON,DY13-06,2013,1,5.2,5.9558,97
2245,1,DY13-06 97 1 60BON 1,60BON,DY13-06,2013,1,6.3,7.10365,97
2246,1,DY13-06 97 1 60BON 1,60BON,DY13-06,2013,1,6.6,7.4167,97
2247,1,DY13-06 97 1 60BON 1,60BON,DY13-06,2013,1,7,7.8341,97
2248,1,DY13-06 97 1 60BON 1,60BON,DY13-06,2013,1,7.2,8.0428,97
2249,1,DY13-06 98 1 60BON 1,60BON,DY13-06,2013,1,6.8,7.6254,98
2250,1,DY13-06 98 1 60BON 1,60BON,DY13-06,2013,1,6.9,7.72975,98
2251,1,DY13-06 98 1 60BON 1,60BON,DY13-06,2013,1,8.2,9.0863,98
2252,2,DY13-06 98 1 60BON 1,60BON,DY13-06,2013,1,10,10.9646,98
2253,1,DY13-06 98 1 60BON 1,60BON,DY13-06,2013,1,10.4,11.382,98
2254,1,DY15-05 101 2 60BON 1,60BON,DY15-05,2015,2,10,10.9646,101
2255,1,DY15-05 110 2 60BON 1,60BON,DY15-05,2015,2,9,9.9211,110
2256,1,DY15-05 122 1 60BON 1,60BON,DY15-05,2015,1,8.1,8.98195,122
2257,1,DY15-05 125 1 60BON 1,60BON,DY15-05,2015,1,6.5,7.31235,125
2258,1,DY15-05 131 2 60BON 1,60BON,DY15-05,2015,2,10.8,11.7994,131
2259,1,DY15-05 134 1 60BON 1,60BON,DY15-05,2015,1,9,9.9211,134
2260,1,DY15-05 243 1 60BON 1,60BON,DY15-05,2015,1,15.2,16.3908,243
2261,1,DY15-05 243 1 60BON 1,60BON,DY15-05,2015,1,16.6,17.8517,243
2262,1,DY15-05 3 1 60BON 1,60BON,DY15-05,2015,1,5.6,6.3732,3
2263,1,DY15-05 78 1 60BON 1,60BON,DY15-05,2015,1,4.3,5.01665,78
