Unique.ID,dayoflife,oto_inc_micron,sl_micron,capdate,Date,hatch.date,hatch.date.noYear,hdate,YEAR,age,yr_f,doy,TempApplied,hw,cum_OR,OR_cpt,sl_mm,BC_estimate,daily_gr
101,6,1.576,10729.1943,5/29/2010,5/8/2010,5/2/2010,2-May,122,2010,27,2010,128,5.453558198,before HW,18.662,57.468,10.7291943,5.341756641,0.198055403
101,7,1.71,10729.1943,5/29/2010,5/9/2010,5/2/2010,2-May,122,2010,27,2010,129,5.499390621,before HW,20.372,57.468,10.7291943,5.579155971,0.214895139
101,8,1.834,10729.1943,5/29/2010,5/10/2010,5/2/2010,2-May,122,2010,27,2010,130,5.546553166,before HW,22.206,57.468,10.7291943,5.833770223,0.230478178
101,9,1.526,10729.1943,5/29/2010,5/11/2010,5/2/2010,2-May,122,2010,27,2010,131,5.595091174,before HW,23.732,57.468,10.7291943,6.04562483,0.191771919
102,1,1.13,12441.1361,5/27/2010,4/13/2010,4/12/2010,12-Apr,102,2010,44.33,2010,103,5.456441166,before HW,9.03,115.549,12.4411361,3.961314233,0.083358729
102,10,1.554,12441.1361,5/27/2010,4/22/2010,4/12/2010,12-Apr,102,2010,44.33,2010,112,4.864139579,before HW,26.431,115.549,12.4411361,5.346582404,0.114636694
102,11,2.072,12441.1361,5/27/2010,4/23/2010,4/12/2010,12-Apr,102,2010,44.33,2010,113,4.894856129,before HW,28.503,115.549,12.4411361,5.511531295,0.152848926
102,12,1.971,12441.1361,5/27/2010,4/24/2010,4/12/2010,12-Apr,102,2010,44.33,2010,114,4.92617738,before HW,30.474,115.549,12.4411361,5.668439723,0.145398278
102,13,1.549,12441.1361,5/27/2010,4/25/2010,4/12/2010,12-Apr,102,2010,44.33,2010,115,4.95814867,before HW,32.023,115.549,12.4411361,5.791753349,0.11426785
102,14,2.4,12441.1361,5/27/2010,4/26/2010,4/12/2010,12-Apr,102,2010,44.33,2010,116,4.990815337,before HW,34.423,115.549,12.4411361,5.98281384,0.177045088
102,15,1.419,12441.1361,5/27/2010,4/27/2010,4/12/2010,12-Apr,102,2010,44.33,2010,117,5.024222722,before HW,35.842,115.549,12.4411361,6.095778356,0.104677908
102,16,1.799,12441.1361,5/27/2010,4/28/2010,4/12/2010,12-Apr,102,2010,44.33,2010,118,5.058416162,before HW,37.641,115.549,12.4411361,6.238994116,0.132710047
102,17,2.34,12441.1361,5/27/2010,4/29/2010,4/12/2010,12-Apr,102,2010,44.33,2010,119,5.093440997,before HW,39.981,115.549,12.4411361,6.425278095,0.17261896
102,18,2.343,12441.1361,5/27/2010,4/30/2010,4/12/2010,12-Apr,102,2010,44.33,2010,120,5.129342566,before HW,42.324,115.549,12.4411361,6.611800899,0.172840267
102,19,2.632,12441.1361,5/27/2010,5/1/2010,4/12/2010,12-Apr,102,2010,44.33,2010,121,5.166166207,before HW,44.956,115.549,12.4411361,6.821330572,0.194159446
102,2,2.351,12441.1361,5/27/2010,4/14/2010,4/12/2010,12-Apr,102,2010,44.33,2010,104,5.465098946,before HW,11.381,115.549,12.4411361,4.148473906,0.173430417
102,20,1.497,12441.1361,5/27/2010,5/2/2010,4/12/2010,12-Apr,102,2010,44.33,2010,122,5.20395726,before HW,46.453,115.549,12.4411361,6.940504553,0.110431873
102,21,2.272,12441.1361,5/27/2010,5/3/2010,4/12/2010,12-Apr,102,2010,44.33,2010,123,5.242761063,before HW,48.725,115.549,12.4411361,7.121375152,0.167602683
102,22,2.895,12441.1361,5/27/2010,5/4/2010,4/12/2010,12-Apr,102,2010,44.33,2010,124,5.282622956,before HW,51.62,115.549,12.4411361,7.351841869,0.213560637
102,23,2.526,12441.1361,5/27/2010,5/5/2010,4/12/2010,12-Apr,102,2010,44.33,2010,125,5.323588277,before HW,54.146,115.549,12.4411361,7.552933037,0.186339955
102,24,3.78,12441.1361,5/27/2010,5/6/2010,4/12/2010,12-Apr,102,2010,44.33,2010,126,5.365702365,before HW,57.926,115.549,12.4411361,7.853853311,0.278846013
102,25,3.209,12441.1361,5/27/2010,5/7/2010,4/12/2010,12-Apr,102,2010,44.33,2010,127,5.409010559,before HW,61.135,115.549,12.4411361,8.109317109,0.236724036
102,26,3.519,12441.1361,5/27/2010,5/8/2010,4/12/2010,12-Apr,102,2010,44.33,2010,128,5.453558198,before HW,64.654,115.549,12.4411361,8.389459555,0.25959236
